# rime-lantern gloss table, generated by tools/build_gloss.py
# Source: CC-CEDICT (https://cc-cedict.org), release date 2026-09-17T05:48:14Z, 125072 entries
# Source sha256: 0d8031a4fa0386f1ad10bf7123187dcc536a061fcb9d22cca3cada7517edc1c2
# License: CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/)
# Columns: simplified<TAB>traditional<TAB>gloss1; gloss2; gloss3
11区	11區	Japan
足尖	足尖	tip of the foot; toes
足尖鞋	足尖鞋	pointe shoe
足岁	足歲	one's age
足底筋膜炎	足底筋膜炎	plantar fasciitis
足弓	足弓	arch
足控	足控	foot fetishist
足智多谋	足智多謀	resourceful; full of stratagems
足月	足月	full-term
足本	足本	unabridged; complete book
足浴	足浴	foot bath
足球	足球	soccer; football; a soccer ball
足球协会	足球協會	soccer association; soccer federation
足球场	足球場	football field; soccer field
足球赛	足球賽	soccer match; soccer competition
足球迷	足球迷	football fan
足球队	足球隊	soccer team
足疗	足療	foot massage
足癣	足癬	athlete's foot
足色	足色	of standard purity; fine
足见	足見	it goes to show that; one can see
足赤	足赤	pure gold; solid gold
足足	足足	fully; no less than; as much as
足踝	足踝	ankle
足迹	足跡	footprint; track; spoor
足量	足量	sufficient amount; full amount
足金	足金	pure gold; solid gold
足额	足額	sufficient; full
趴	趴	to lie on one's stomach; to lean forward, resting one's upper body; percent
趴伏	趴伏	to crouch; to lie prone
趴体	趴體	party
趴窝	趴窩	to sit in the nest to lay or hatch eggs; to be laid up from illness or exhaustion; to break down
趴趴走	趴趴走	to wander about; to roam around freely
趴踢	趴踢	party
趵	趵	jump; leap
趷	趷	to jolt
趸	躉	wholesale
趸卖	躉賣	to sell wholesale
趸售	躉售	to sell wholesale
趸批	躉批	wholesale
趸柱	躉柱	main supporting pillar
趸船	躉船	barge; pontoon; landing stage
趹	趹	to gallop
趺	趺	instep; tarsus
趺坐	趺坐	to sit in the lotus position
趼	趼	callus
趼子	趼子	callus; corns
趼足	趼足	feet with calluses; fig. a long and hard march
趾	趾	toe
趾尖	趾尖	tiptoe
趾甲	趾甲	toenail
趾疔	趾疔	boil on the toe
趾高气扬	趾高氣揚	high and mighty; arrogant
趿拉	趿拉	to wear (one's shoes) like babouche slippers; shuffling sound
趿拉儿	趿拉兒	heelless slipper; babouche
跁	跁	to squat; crouch
跂	跂	foot; sixth (extra) toe; to crawl
跂坐	跂坐	to sit with legs dangling
跂想	跂想	to expect anxiously
跂望	跂望	to stand on tiptoe looking forward to sb or sth
跂訾	跂訾	opinionated
跂跂	跂跂	crawling or creeping
跃	躍	to jump; to leap
跃升	躍升	to leap to; to jump; to ascend
跃层	躍層	duplex
跃居	躍居	to vault
跃然	躍然	to show forth; to appear as a vivid image; to stand out markedly
跃然纸上	躍然紙上	to appear vividly on paper; to show forth vividly; to stand out markedly
跃跃欲试	躍躍欲試	to be eager to give sth a try
跃迁	躍遷	transition; jump
跃进	躍進	to leap forward; to make rapid progress; a leap forward
跃马	躍馬	to gallop; to spur on a horse; to let one's steed have his head
跃龙	躍龍	allosaurus
跄	蹌	walk rapidly; stagger; sway from side to side
跅	跅	careless
跆	跆	to trample, to kick
跆拳道	跆拳道	taekwondo
跋	跋	postscript; to trek across mountains
跋山涉水	跋山涉水	to travel over land and water
跋扈	跋扈	domineering; bossy
跋杯	跋桮	to divine by casting moon blocks
跋涉	跋涉	to trudge; to trek
跋胡疐尾	跋胡疐尾	unable to advance or retreat
跋语	跋語	short comment or critical appraisal added at the end of a text, on a painting etc
跌	跌	to fall; to tumble; to trip
跌价	跌價	to fall in price
跌份	跌份	to lose face
跌倒	跌倒	to tumble; to fall; fig. to suffer a reverse
跌停	跌停	to fall to the daily lower limit
跌停板	跌停板	daily lower limit on the price of a stock
跌坐	跌坐	to drop involuntarily into a seated position
跌宕	跌宕	uninhibited; free and unconstrained; rhythmical
跌宕昭彰	跌宕昭彰	flowing; free
跌市	跌市	falling stock prices; bear market
跌幅	跌幅	decline; extent of a drop
跌扑	跌撲	to tumble; to stumble and fall
跌打损伤	跌打損傷	injury such as contusion, sprain or fracture from falling, blow etc
跌打药	跌打藥	liniment
跌断	跌斷	to fall and fracture
跌水	跌水	drop of height in waterway; staircase of waterfalls
跌眼镜	跌眼鏡	to be taken aback
跌破	跌破	to fall below; to be injured or damaged as a result of a fall
跌破眼镜	跌破眼鏡	to be astounded
跌脚捶胸	跌腳捶胸	lit. stamping and beating the chest; fig. angry or stressed about sth
跌至	跌至	to fall to
跌至谷底	跌至谷底	to hit rock bottom
跌落	跌落	to fall; to drop
跌足	跌足	to stamp one's foot
跌跌撞撞	跌跌撞撞	to stagger along
跌跌爬爬	跌跌爬爬	stumbling along
跌跌跄跄	跌跌蹌蹌	to dodder along
跌跤	跌跤	to fall down; to take a fall
跌进	跌進	to fall into; to dip below a certain level
跌风	跌風	falling prices; bear market
跍	跍	to squat
跎	跎	to stumble; to waste time
跏	跏	to sit cross-legged
跏趺	跏趺	to sit in the lotus position
跐	跐	to trample; to step; to walk on the ball of the foot
跑	跑	to paw; to run; to run away
跑业务	跑業務	to visit potential customers with the aim of selling products or services
跑了和尚跑不了庙	跑了和尚跑不了廟	the monk can run away, but the temple won't run with him; you can run this time, but you'll have to come back; I'll get you sooner or later
跑了和尚，跑不了寺	跑了和尚，跑不了寺	the monk can run away, but the temple won't run with him; you can run this time, but you'll have to come back; I'll get you sooner or later
跑出	跑出	to run out
跑刀	跑刀	racing skates
跑分	跑分	to benchmark a computer, phone, CPU etc; score; run
跑味	跑味	to lose flavor
跑味儿	跑味兒	to lose flavor
跑咖	跑咖	to go to a coffee shop
跑团	跑團	tabletop role-playing game
跑垒	跑壘	running between bases
跑垒员	跑壘員	runner
跑堂	跑堂	waiter
跑堂儿的	跑堂兒的	waiter
跑官	跑官	to seek a government post through bribery or connections
跑得了和尚，跑不了庙	跑得了和尚，跑不了廟	the monk can run away, but the temple won't run with him; you can run this time, but you'll have to come back; I'll get you sooner or later
跑掉	跑掉	to run away; to take to one's heels
跑来跑去	跑來跑去	to scamper; to run around
跑步	跑步	to run; to jog; to march at the double
跑步机	跑步機	treadmill; running machine
跑步者	跑步者	runner
跑江湖	跑江湖	to make a living as a traveling performer etc
跑法	跑法	running style; racing technique
跑电	跑電	electrical leakage
跑神儿	跑神兒	absent-minded; one's mind is wandering
跑票	跑票	to vote against the party line; to vote contrary to one's promise
跑者	跑者	runner
跑肚	跑肚	to have diarrhea
跑腿	跑腿	to run errands
跑腿儿	跑腿兒	to run errands
跑腿子	跑腿子	to live as a bachelor; bachelor
跑表	跑錶	stopwatch
跑警报	跑警報	to run for shelter
跑调	跑調	to be off-key or out of tune
跑赢	跑贏	to outperform; to outpace
跑走	跑走	to escape; to flee; to run away
跑跑颠颠	跑跑顛顛	to work hectically; to be on the go; to run around attending to various tasks
跑路	跑路	to run; to go somewhere on foot; to abscond
跑车	跑車	racing bicycle; racing car; sports car
跑遍	跑遍	to go everywhere; to scour
跑道	跑道	athletic track; track; runway
跑酷	跑酷	parkour
跑鞋	跑鞋	running shoes
跑题	跑題	to digress; to stray from the topic
跑马	跑馬	horse race; to ride a horse at a fast pace; wet dream
跑马厅	跑馬廳	horse racing track; racetrack
跑马圈地	跑馬圈地	rushing to stake one's claim in new markets
跑马地	跑馬地	Happy Valley
跑马场	跑馬場	racecourse
跑马山	跑馬山	Paoma Mountain in Kangding , Sichuan
跑马灯	跑馬燈	chaser lights; self-scrolling horizontal text display, such as a news ticker
跑龙套	跑龍套	to play a small role
跕	跕	shuffle
跖	蹠	metatarsus; sole of the foot; to tread on
跖骨	蹠骨	metatarsal bones; metatarsus
跗	跗	instep; tarsus
跗猴	跗猴	tarsier
跙	跙	weak, lame
跛	跛	to limp; lame; crippled
跛子	跛子	lame person; cripple
跛脚	跛腳	to limp; lame person
跛足	跛足	lame
距	距	to be at a distance of ... from; to be apart from; distance
距今	距今	before the present; ago
距离	距離	distance; to be apart from
距离产生美	距離產生美	absence makes the heart grow fonder
距翅麦鸡	距翅麥雞	river lapwing
距角	距角	elongation
跞	躒	move; walk
跟	跟	heel; to follow closely; to go with
跟上	跟上	to catch up with; to keep pace with
跟不上	跟不上	not able to keep up with
跟丢	跟丟	to lose track of
跟人	跟人	to marry
跟从	跟從	to follow; to get married; attendant
跟前	跟前	the front; front; sb's presence
跟包	跟包	to work as footman; to do odd jobs; to understudy
跟团游	跟團遊	to travel in a tour group
跟头	跟頭	tumble; somersault
跟头虫	跟頭蟲	wriggler; mosquito larva
跟屁股	跟屁股	to tag along behind; to follow sb closely
跟屁虫	跟屁蟲	lit. bum beetle; sb who tags along; shadow
跟差	跟差	attendant
跟手	跟手	while doing it; on the way through; immediately
跟投	跟投	to co-invest; to invest alongside a lead investor
跟拍	跟拍	to document on film the course of events; to follow sb with a camera
跟斗	跟斗	somersault; fall; tumble
跟注	跟注	to match a bet; to call
跟班	跟班	attendant; footman
跟监	跟監	to tail
跟着	跟著	to follow after; immediately afterwards
跟脚	跟腳	to feet the feet perfectly; to follow closely; hard on sb's heels
跟腱	跟腱	heel tendon of mammals; Achilles tendon
跟踪	跟蹤	to follow sb's tracks; to tail; to shadow
跟踪器	跟蹤器	tracker
跟踪狂	跟蹤狂	stalker
跟踪骚扰	跟蹤騷擾	to stalk
跟进	跟進	to follow; to follow up
跟随	跟隨	to follow
跟风	跟風	to follow the trend; to jump on the bandwagon
跣	跣	barefooted
跤	跤	a tumble; a fall
跦	跦	pace back and forth; to walk
跧	跧	to curl up; to crouch
跨	跨	to step across; to stride over; to straddle
跨上	跨上	to mount
跨刀	跨刀	to appear in sb's show; to give one's support to an endeavor by taking on an important role in it
跨国	跨國	transnational; multinational
跨国公司	跨國公司	transnational corporation; multinational corporation
跨国化	跨國化	to internationalize; to globalize
跨地区	跨地區	interregional; spanning two or more PRC provinces
跨境	跨境	cross-border
跨学科	跨學科	interdisciplinary
跨平台	跨平台	cross-platform
跨年	跨年	to step into the new year; New Year
跨度	跨度	span; horizontal distance between vertical supports
跨径	跨徑	span
跨性别	跨性別	transgender
跨接器	跨接器	jumper
跨文化	跨文化	intercultural
跨栏	跨欄	hurdles; hurdle race
跨步	跨步	to take a (striding) step
跨洲	跨洲	intercontinental
跨海大桥	跨海大橋	bay bridge
跨灶	跨竈	to surpass one's father
跨界	跨界	to go beyond the border; to be transboundary; to transition to a new field of endeavor
跨省	跨省	interprovincial; multiprovincial
跨线桥	跨線橋	flyover
跨语言	跨語言	cross-language; polyglot
跨越	跨越	to step across; step over
跨越式	跨越式	breakthrough; going beyond; leap-forward
跨足	跨足	to enter
跨距	跨距	span; time span
跨过	跨過	to surmount; to cross over
跨院	跨院	lateral court
跨领域	跨領域	interdisciplinary
跨鹤	跨鶴	to die; to fly on a crane
跨鹤西游	跨鶴西遊	to die
跩	跩	to waddle; to swagger; strutting
跪	跪	to kneel
跪下	跪下	to kneel down
跪乳	跪乳	to kneel to suckle at the breast
跪伏	跪伏	to crouch
跪倒	跪倒	to kneel down; to sink to one's knees; to grovel
跪叩	跪叩	to kowtow
跪地求饶	跪地求饒	to kneel and beg forgiveness
跪坐	跪坐	to sit kneeling with legs folded underneath the thighs and buttocks resting on the heels
跪拜	跪拜	to kowtow; to kneel and worship
跪毯	跪毯	a prayer mat; a carpet for kneeling
跪祷	跪禱	to kneel in prayer
跫	跫	sound of footsteps
跬	跬	brief; short step
跮	跮	hasty walking
路	路	road; journey; route
路上	路上	on the road; on the way; en route
路不拾遗	路不拾遺	lit. no one picks up lost articles in the street; fig. honesty prevails throughout society
路亚	路亞	lure fishing
路人	路人	passer-by; stranger
路人甲	路人甲	ordinary person A; generic person; some random person
路人皆知	路人皆知	understood by everyone; well known; a household name
路冲	路衝	street layout in which the line of a road runs toward a house (as at a T-intersection), regarded as unfavorable for the occupants of the house
路况	路況	road condition
路加	路加	Luke; St Luke the evangelist
路加福音	路加福音	Gospel according to St Luke
路北区	路北區	Lubei, a district of Tangshan City , Hebei
路南区	路南區	Lunan, a district of Tangshan City , Hebei
路南彝族自治县	路南彝族自治縣	Lunan Yizu Autonomous County in Yunnan
路口	路口	crossing; intersection
路向	路向	road direction; direction; path
路基	路基	roadbed
路堑	路塹	cutting
